"","TYPE","ZONE","CASES","DEATH","DATE"
"557","Junior/High School","Calgary",14,0,2020-10-06
"558","Long-Term Care","Edmonton",3,0,2020-10-06
"559","Manufacturing","South",11,0,2020-10-06
"560","Manufacturing","Calgary",18,0,2020-10-06
"561","School","Edmonton",4,0,2020-10-06
"562","Long-Term Care","South",2,0,2020-10-06
"563","School","Calgary",3,0,2020-10-06
"564","Private","Edmonton",15,0,2020-10-06
"565","School","Edmonton",6,0,2020-10-06
"566","Long-Term Care","Edmonton",1,0,2020-10-06
"567","School","Edmonton",3,0,2020-10-07
"568","Junior/High School","Edmonton",5,0,2020-10-07
"569","School","Calgary",2,0,2020-10-07
"570","Long-Term Care","Calgary",1,0,2020-10-07
"571","Private","Edmonton",7,0,2020-10-07
"572","Childcare","Edmonton",2,0,2020-10-07
"573","Gym/Sports","Edmonton",41,0,2020-10-07
"574","Church","Edmonton",9,0,2020-10-07
"575","Shelter","Calgary",2,0,2020-10-07
"576","Long-Term Care","Edmonton",2,0,2020-10-07
"577","School","Edmonton",10,0,2020-10-08
"578","School","Calgary",3,0,2020-10-08
"579","Long-Term Care","Edmonton",23,0,2020-10-08
"580","School","Edmonton",17,0,2020-10-08
"581","Junior/High School","Edmonton",26,0,2020-10-08
"582","School","Edmonton",5,0,2020-10-08
"583","Construction","Calgary",11,0,2020-10-08
"584","School","Edmonton",8,0,2020-10-08
"585","Long-Term Care","Edmonton",1,0,2020-10-08
"586","Long-Term Care","Edmonton",1,0,2020-10-08
"587","Social Service","Calgary",1,0,2020-10-08
"588","Group Home","Edmonton",3,0,2020-10-08
"589","Manufacturing","Calgary",8,0,2020-10-12
"590","School","Calgary",2,0,2020-10-12
"591","School","Edmonton",7,0,2020-10-12
"592","Long-Term Care","Calgary",96,12,2020-10-12
"593","School","North",2,0,2020-10-12
"594","School","Edmonton",3,0,2020-10-12
"595","Grocery/Essential","North",12,0,2020-10-12
"596","Long-Term Care","North",53,7,2020-10-12
"597","Communal","North",1427,2,2020-10-12
"598","School","Edmonton",22,0,2020-10-12
"599","School","Edmonton",4,0,2020-10-12
"600","School","Calgary",4,0,2020-10-12
"601","School","Calgary",2,0,2020-10-12
"602","Acute Care","Edmonton",184,17,2020-10-12
"603","School","Calgary",6,0,2020-10-12
"604","Manufacturing","Edmonton",5,0,2020-10-12
"605","Private","Calgary",3,0,2020-10-12
"606","Private","Edmonton",7,0,2020-10-12
"607","Junior/High School","Calgary",10,0,2020-10-12
"608","School","Edmonton",5,0,2020-10-12
"609","Private","Calgary",22,0,2020-10-12
"610","School","Edmonton",9,0,2020-10-12
"611","School","Edmonton",2,0,2020-10-12
"612","Manufacturing","Edmonton",4,0,2020-10-12
"613","School","Calgary",2,0,2020-10-12
"614","Private","Calgary",8,0,2020-10-12
"615","Long-Term Care","Edmonton",3,0,2020-10-12
"616","Manufacturing","Edmonton",3,0,2020-10-12
"617","Social Service","Edmonton",4,0,2020-10-12
"618","Junior/High School","Edmonton",2,0,2020-10-12
"619","Long-Term Care","Calgary",350,46,2020-10-12
"620","School","Edmonton",2,0,2020-10-12
"621","Long-Term Care","Calgary",32,2,2020-10-12
"622","Food Manufacturing","South",20,0,2020-10-12
"623","Junior/High School","Calgary",8,0,2020-10-13
"624","Childcare","Edmonton",4,0,2020-10-13
"625","Private","Calgary",51,0,2020-10-13
"626","Junior/High School","Calgary",30,0,2020-10-13
"627","Junior/High School","Edmonton",7,0,2020-10-13
"628","Restaurant","Calgary",11,0,2020-10-13
"629","School","Edmonton",7,0,2020-10-13
"630","Long-Term Care","Edmonton",2,0,2020-10-13
"631","Acute Care","Edmonton",8,0,2020-10-13
"632","Gym/Sports","Edmonton",13,0,2020-10-13
"633","Long-Term Care","Calgary",1,0,2020-10-13
"634","Food Manufacturing","North",2,0,2020-10-13
"635","School","South",3,0,2020-10-13
"636","Social Service","Edmonton",1,0,2020-10-13
"637","School","Edmonton",3,0,2020-10-13
"638","Medical","South",4,0,2020-10-14
"639","Social Service","North",1,0,2020-10-14
"640","Social Service","Edmonton",1,0,2020-10-14
"641","Church","South",18,0,2020-10-14
"642","School","Edmonton",2,0,2020-10-14
"643","School","South",4,0,2020-10-14
"644","School","South",4,0,2020-10-14
"645","Junior/High School","Central",9,0,2020-10-14
"646","School","Calgary",7,0,2020-10-14
"647","School","Calgary",7,0,2020-10-14
"648","Long-Term Care","Edmonton",32,1,2020-10-14
"649","Long-Term Care","Edmonton",4,0,2020-10-14
"650","Private","Edmonton",5,0,2020-10-14
"651","Private","Calgary",8,0,2020-10-14
"652","Long-Term Care","Edmonton",1,0,2020-10-14
"653","Long-Term Care","South",1,0,2020-10-14
"654","Long-Term Care","South",22,3,2020-10-15
"655","Long-Term Care","Edmonton",1,0,2020-10-15
"656","Long-Term Care","Calgary",1,0,2020-10-15
"657","Manufacturing","Edmonton",5,0,2020-10-15
"658","Long-Term Care","South",2,0,2020-10-15
"659","School","Edmonton",2,0,2020-10-15
"660","Long-Term Care","Calgary",2,0,2020-10-15
"661","School","South",2,0,2020-10-15
"662","Junior/High School","Edmonton",4,0,2020-10-15
"663","Private","Edmonton",5,0,2020-10-15
"664","Private","North",7,0,2020-10-15
"665","Grocery/Essential","Calgary",22,0,2020-10-18
"666","Long-Term Care","Edmonton",4,0,2020-10-18
"667","Private","Edmonton",6,0,2020-10-18
"668","Church","South",4,0,2020-10-18
"669","Junior/High School","Edmonton",3,0,2020-10-18
"670","School","Calgary",6,0,2020-10-18
"671","Church","South",17,0,2020-10-18
"672","Junior/High School","Edmonton",6,0,2020-10-18
"673","Social Service","Edmonton",1,0,2020-10-18
"674","Social Service","Calgary",1,0,2020-10-18
"675","Acute Care","Calgary",50,1,2020-10-18
"676","Junior/High School","Edmonton",2,0,2020-10-18
"677","School","Edmonton",5,0,2020-10-18
"678","Long-Term Care","Edmonton",189,36,2020-10-18
"679","School","Edmonton",12,0,2020-10-18
"680","School","Calgary",2,0,2020-10-18
"681","Manufacturing","Edmonton",5,0,2020-10-18
"682","Junior/High School","Edmonton",16,0,2020-10-18
"683","Junior/High School","Calgary",16,0,2020-10-18
"684","School","Edmonton",10,0,2020-10-18
"685","Gym/Sports","Calgary",6,0,2020-10-19
"686","Shelter","Edmonton",1,0,2020-10-19
"687","Long-Term Care","Edmonton",9,0,2020-10-19
"688","Long-Term Care","Calgary",111,13,2020-10-19
"689","Junior/High School","Edmonton",2,0,2020-10-19
"690","Long-Term Care","Edmonton",1,0,2020-10-19
"691","Private","North",15,0,2020-10-19
"692","Hotel","Edmonton",16,0,2020-10-20
"693","Long-Term Care","South",6,0,2020-10-20
"694","Communal","Central",2,0,2020-10-20
"695","Long-Term Care","Edmonton",37,2,2020-10-20
"696","School","Calgary",2,0,2020-10-20
"697","Manufacturing","Central",3,0,2020-10-20
"698","Long-Term Care","Calgary",1,0,2020-10-20
"699","School","Calgary",8,0,2020-10-20
"700","Childcare","Calgary",2,0,2020-10-20
"701","Long-Term Care","Calgary",1,0,2020-10-20
"702","Junior/High School","South",9,0,2020-10-20
"703","School","Edmonton",5,0,2020-10-20
"704","Long-Term Care","Calgary",3,0,2020-10-20
"705","Correctional","Calgary",153,0,2020-10-20
"706","Office","Edmonton",6,0,2020-10-20
"707","Food Manufacturing","Calgary",3,0,2020-10-20
"708","Office","Edmonton",8,0,2020-10-21
"709","Long-Term Care","Edmonton",1,0,2020-10-21
"710","Junior/High School","North",8,0,2020-10-21
"711","Long-Term Care","Edmonton",1,0,2020-10-21
"712","Junior/High School","Calgary",14,0,2020-10-21
"713","Junior/High School","Calgary",10,0,2020-10-21
"714","Long-Term Care","North",1,0,2020-10-21
"715","Social Service","Calgary",1,0,2020-10-22
"716","Junior/High School","Calgary",10,0,2020-10-22
"717","School","Edmonton",5,0,2020-10-22
"718","School","Calgary",9,0,2020-10-22
"719","Communal","North",29,0,2020-10-22
"720","Long-Term Care","North",9,1,2020-10-22
"721","Long-Term Care","Edmonton",98,10,2020-10-25
"722","Junior/High School","Edmonton",5,0,2020-10-25
"723","Long-Term Care","Central",1,0,2020-10-25
"724","School","Calgary",2,0,2020-10-25
"725","Long-Term Care","Edmonton",3,0,2020-10-25
"726","Social Service","North",2,0,2020-10-25
"727","Salon/Parlour","South",10,0,2020-10-25
"728","Long-Term Care","Calgary",3,0,2020-10-25
"729","Junior/High School","Edmonton",15,0,2020-10-25
"730","Restaurant","Calgary",7,0,2020-10-25
"731","Food Manufacturing","Edmonton",6,0,2020-10-25
"732","Childcare","Edmonton",4,0,2020-10-25
"733","School","Edmonton",7,0,2020-10-25
"734","Long-Term Care","Edmonton",1,0,2020-10-25
"735","Social Service","Calgary",2,0,2020-10-25
"736","Childcare","Calgary",21,0,2020-10-25
"737","Childcare","Edmonton",4,0,2020-10-25
"738","Social Service","Calgary",1,0,2020-10-25
"739","Social Service","South",1,0,2020-10-25
"740","Private","North",6,0,2020-10-25
"741","Junior/High School","Calgary",8,0,2020-10-25
"742","Long-Term Care","Edmonton",207,27,2020-10-25
"743","Long-Term Care","Calgary",20,3,2020-10-25
"744","Financial/Accounting","Calgary",12,0,2020-10-25
"745","Long-Term Care","North",66,6,2020-10-25
"746","Long-Term Care","Edmonton",69,9,2020-10-25
"747","Social Service","Calgary",8,0,2020-10-25
"748","Food Manufacturing","South",5,0,2020-10-25
"749","Long-Term Care","Edmonton",77,11,2020-10-25
"750","Long-Term Care","Central",1,0,2020-10-26
"751","Long-Term Care","Edmonton",2,0,2020-10-26
"752","School","North",3,0,2020-10-26
"753","School","Edmonton",3,0,2020-10-26
"754","Long-Term Care","Edmonton",3,0,2020-10-26
"755","School","North",2,0,2020-10-26
"756","School","Calgary",9,0,2020-10-26
"757","School","Edmonton",2,0,2020-10-26
"758","Long-Term Care","Calgary",1,0,2020-10-26
"759","Long-Term Care","North",1,0,2020-10-26
"760","Childcare","South",1,0,2020-10-26
"761","School","Edmonton",2,0,2020-10-26
"762","Food Manufacturing","Calgary",68,0,2020-10-26
"763","Junior/High School","Central",21,0,2020-10-26
"764","Food Manufacturing","Calgary",25,0,2020-10-26
"765","Acute Care","Central",26,1,2020-10-26
"766","Food Manufacturing","Calgary",9,0,2020-10-26
"767","Private","Edmonton",30,0,2020-10-26
"768","Manufacturing","Central",8,0,2020-10-27
"769","School","Edmonton",4,0,2020-10-27
"770","Correctional","Edmonton",19,0,2020-10-27
"771","School","Edmonton",5,0,2020-10-27
"772","Communal","South",5,1,2020-10-27
"773","Long-Term Care","Edmonton",12,0,2020-10-27
"774","Childcare","Edmonton",2,0,2020-10-27
"775","Long-Term Care","Calgary",23,8,2020-10-27
"776","Childcare","South",3,0,2020-10-27
"777","Manufacturing","Edmonton",13,0,2020-10-27
"778","School","Central",2,0,2020-10-27
"779","Manufacturing","Edmonton",8,0,2020-10-27
"780","Junior/High School","Calgary",8,0,2020-10-27
"781","School","Calgary",2,0,2020-10-27
"782","Social Service","South",2,0,2020-10-27
"783","Social Service","Edmonton",1,0,2020-10-27
"784","School","Edmonton",11,0,2020-10-27
"785","School","Edmonton",3,0,2020-10-27
"786","School","Edmonton",5,0,2020-10-27
"787","School","Calgary",4,0,2020-10-28
"788","Long-Term Care","Edmonton",1,0,2020-10-28
"789","School","Calgary",9,0,2020-10-28
"790","Social Service","Edmonton",1,0,2020-10-28
"791","Private","Edmonton",33,0,2020-10-28
"792","Church","North",21,0,2020-10-28
"793","Long-Term Care","Calgary",4,0,2020-10-28
"794","Food Manufacturing","South",106,0,2020-10-28
"795","Manufacturing","Calgary",2,0,2020-10-28
"796","Manufacturing","Calgary",2,0,2020-10-28
"797","Long-Term Care","Calgary",21,2,2020-10-28
"798","Childcare","Edmonton",12,0,2020-10-28
"799","Junior/High School","Calgary",3,0,2020-10-28
"800","School","Edmonton",9,0,2020-10-28
"801","School","Edmonton",6,0,2020-10-28
"802","Shelter","Edmonton",7,0,2020-10-29
"803","Long-Term Care","Edmonton",137,8,2020-10-29
"804","Gym/Sports","Edmonton",18,0,2020-10-29
"805","Long-Term Care","Edmonton",19,4,2020-10-29
"806","School","North",4,0,2020-10-29
"807","Food Manufacturing","Edmonton",17,0,2020-10-29
"808","Long-Term Care","Calgary",242,25,2020-10-29
"809","School","Calgary",2,0,2020-10-29
"810","School","North",4,0,2020-10-29
"811","Restaurant","South",4,0,2020-10-29
"812","School","Calgary",2,0,2020-10-29
"813","Correctional","Central",2,0,2020-10-29
"814","School","Edmonton",5,0,2020-10-29
"815","School","Calgary",2,0,2020-10-29
"816","Acute Care","Edmonton",68,9,2020-11-02
"817","Junior/High School","South",12,0,2020-11-02
"818","Junior/High School","Calgary",14,0,2020-11-02
"819","Long-Term Care","Edmonton",1,0,2020-11-02
"820","Long-Term Care","North",1,0,2020-11-02
"821","Long-Term Care","South",1,0,2020-11-02
"822","Long-Term Care","Edmonton",1,0,2020-11-02
"823","Manufacturing","Edmonton",2,0,2020-11-02
"824","Long-Term Care","Calgary",1,0,2020-11-02
"825","Manufacturing","Edmonton",4,0,2020-11-02
"826","School","South",7,0,2020-11-02
"827","Junior/High School","Calgary",11,0,2020-11-02
"828","Junior/High School","South",11,0,2020-11-02
"829","Long-Term Care","North",4,0,2020-11-02
"830","Manufacturing","Calgary",17,0,2020-11-02
"831","Long-Term Care","Calgary",84,10,2020-11-02
"832","Post Secondary","South",6,0,2020-11-02
"833","Childcare","Calgary",2,0,2020-11-02
"834","Long-Term Care","Calgary",58,3,2020-11-02
"835","Social Service","Calgary",1,0,2020-11-02
"836","Junior/High School","South",8,0,2020-11-02
"837","Communal","North",273,0,2020-11-02
"838","Junior/High School","North",3,0,2020-11-02
"839","School","Calgary",2,0,2020-11-02
"840","Communal","North",2,0,2020-11-02
"841","Communal","North",2,0,2020-11-02
"842","Private","Calgary",20,0,2020-11-02
"843","Junior/High School","South",3,0,2020-11-02
"844","Shelter","North",4,0,2020-11-02
"845","School","Calgary",6,0,2020-11-02
"846","Gym/Sports","Calgary",12,0,2020-11-02
"847","Junior/High School","Calgary",4,0,2020-11-02
"848","Communal","North",126,0,2020-11-02
"849","School","Calgary",7,0,2020-11-02
"850","School","Calgary",2,0,2020-11-02
"851","School","Edmonton",2,0,2020-11-02
"852","Private","Edmonton",8,0,2020-11-02
"853","Childcare","Calgary",4,0,2020-11-02
"854","Private","South",6,0,2020-11-02
"855","Childcare","South",9,0,2020-11-02
"856","Social Service","Edmonton",4,0,2020-11-02
"857","Long-Term Care","Calgary",7,2,2020-11-02
"858","Long-Term Care","Calgary",2,0,2020-11-02
"859","Social Service","Calgary",11,0,2020-11-02
"860","Group Home","North",7,0,2020-11-02
"861","Post Secondary","Edmonton",12,0,2020-11-02
"862","Communal","North",6,0,2020-11-02
"863","School","South",2,0,2020-11-02
"864","Correctional","South",5,0,2020-11-02
"865","School","Edmonton",5,0,2020-11-02
"866","Social Service","Calgary",7,0,2020-11-03
"867","Manufacturing","Calgary",6,0,2020-11-03
"868","School","Calgary",1,0,2020-11-03
"869","Junior/High School","South",2,0,2020-11-03
"870","Long-Term Care","Edmonton",1,0,2020-11-03
"871","School","Calgary",10,0,2020-11-03
"872","Social Service","Edmonton",6,0,2020-11-03
"873","Social Service","Edmonton",12,0,2020-11-03
"874","Acute Care","South",3,0,2020-11-03
"875","Junior/High School","Calgary",14,0,2020-11-03
"876","Junior/High School","South",2,0,2020-11-03
"877","Social Service","South",6,0,2020-11-03
"878","School","North",6,0,2020-11-03
"879","Auto Delearship","South",5,0,2020-11-03
"880","Acute Care","Calgary",5,0,2020-11-03
"881","Business","Calgary",14,0,2020-11-03
"882","School","Calgary",6,0,2020-11-03
"883","Junior/High School","Calgary",8,0,2020-11-03
"884","Long-Term Care","Calgary",4,0,2020-11-03
"885","School","South",5,0,2020-11-03
"886","School","South",4,0,2020-11-03
"887","Salon/Parlour","Edmonton",5,0,2020-11-03
"888","School","South",5,0,2020-11-03
"889","School","Calgary",3,0,2020-11-03
"890","Manufacturing","Edmonton",7,0,2020-11-03
"891","Private","Calgary",20,0,2020-11-03
"892","School","Calgary",4,0,2020-11-03
"893","Long-Term Care","Calgary",2,0,2020-11-03
"894","Restaurant","South",1,0,2020-11-03
"895","Manufacturing","Calgary",6,0,2020-11-03
"896","Private","South",5,0,2020-11-03
"897","School","South",5,0,2020-11-03
"898","Junior/High School","Calgary",9,0,2020-11-03
"899","Gym/Sports","North",14,0,2020-11-03
"900","Private","South",2,0,2020-11-03
"901","Childcare","Edmonton",22,0,2020-11-03
"902","Gym/Sports","Calgary",17,0,2020-11-03
"903","School","South",1,0,2020-11-03
"904","Junior/High School","Calgary",10,0,2020-11-03
"905","School","Edmonton",7,0,2020-11-03
"906","School","Calgary",7,0,2020-11-08
"907","Junior/High School","Calgary",4,0,2020-11-08
"908","School","Calgary",2,0,2020-11-08
"909","School","Edmonton",2,0,2020-11-08
"910","School","Central",2,0,2020-11-08
"911","Church","Edmonton",11,0,2020-11-08
"912","School","Edmonton",2,0,2020-11-08
"913","School","Edmonton",2,0,2020-11-08
"914","School","Central",2,0,2020-11-08
"915","Communal","Calgary",1,0,2020-11-08
"916","Long-Term Care","Edmonton",1,0,2020-11-08
"917","Long-Term Care","Edmonton",1,0,2020-11-08
"918","Long-Term Care","Edmonton",1,0,2020-11-08
"919","Long-Term Care","Edmonton",1,0,2020-11-08
"920","Manufacturing","Calgary",10,0,2020-11-08
"921","Social Service","Calgary",1,0,2020-11-08
"922","Social Service","Edmonton",1,0,2020-11-08
"923","Social Service","Calgary",1,0,2020-11-08
"924","Food Manufacturing","Calgary",8,0,2020-11-08
"925","Food Manufacturing","Edmonton",7,0,2020-11-08
"926","Private","South",31,0,2020-11-08
"927","Business","South",4,1,2020-11-08
"928","Social Service","Calgary",2,0,2020-11-08
"929","Childcare","Edmonton",19,0,2020-11-08
"930","School","Calgary",3,0,2020-11-08
"931","School","Edmonton",3,0,2020-11-08
"932","Long-Term Care","Edmonton",2,0,2020-11-08
"933","Private","Central",10,0,2020-11-08
"934","Social Service","North",6,0,2020-11-08
"935","Long-Term Care","Edmonton",3,0,2020-11-08
"936","Long-Term Care","Calgary",3,0,2020-11-08
"937","Social Service","Edmonton",9,0,2020-11-08
"938","Social Service","Calgary",9,0,2020-11-08
"939","Restaurant","Edmonton",10,0,2020-11-08
"940","Childcare","Calgary",5,0,2020-11-08
"941","Long-Term Care","Calgary",5,1,2020-11-08
"942","Long-Term Care","Calgary",9,0,2020-11-08
"943","Social Service","Calgary",39,0,2020-11-08
"944","Long-Term Care","Calgary",14,1,2020-11-08
"945","Long-Term Care","North",21,0,2020-11-08
"946","Long-Term Care","Calgary",28,2,2020-11-08
"947","Gym/Sports","South",2,0,2020-11-08
"948","Long-Term Care","Calgary",31,3,2020-11-08
"949","School","North",4,0,2020-11-08
"950","School","Calgary",4,0,2020-11-08
"951","School","Calgary",4,0,2020-11-08
"952","School","North",4,0,2020-11-08
"953","Shelter","Calgary",284,0,2020-11-08
"954","Childcare","Calgary",3,0,2020-11-08
"955","Childcare","Edmonton",3,0,2020-11-08
"956","School","Calgary",11,0,2020-11-08
"957","School","Edmonton",10,0,2020-11-08
"958","School","Edmonton",5,0,2020-11-08
"959","School","Calgary",9,0,2020-11-08
"960","School","Calgary",8,0,2020-11-08
"961","Junior/High School","Calgary",8,0,2020-11-08
"962","School","Calgary",6,0,2020-11-08
"963","School","North",6,0,2020-11-08
"964","School","Edmonton",6,0,2020-11-08
"965","Junior/High School","Calgary",3,0,2020-11-08
"966","Junior/High School","Edmonton",3,0,2020-11-08
"967","Junior/High School","Calgary",3,0,2020-11-08
"968","Junior/High School","Calgary",5,0,2020-11-08
"969","Junior/High School","Edmonton",5,0,2020-11-08
"970","Junior/High School","Central",5,0,2020-11-08
"971","School","Calgary",7,0,2020-11-08
"972","School","Edmonton",16,0,2020-11-09
"973","Long-Term Care","Edmonton",10,0,2020-11-09
"974","Junior/High School","Calgary",9,0,2020-11-09
"975","Social Service","Calgary",2,0,2020-11-09
"976","Long-Term Care","Edmonton",38,0,2020-11-09
"977","Long-Term Care","Calgary",7,1,2020-11-09
"978","Acute Care","Calgary",5,0,2020-11-09
"979","School","Calgary",4,0,2020-11-09
